ID,Name,Age,OVA,Nationality,Club,BP,foot,Attacking,Heading Accuracy,Short Passing,Skill,Movement,Acceleration,Shot Power,Jumping,Stamina,Strength,Height_cm,Weight_kg,Contract_Years,total_injuries,total_days_missed,total_games_missed,avg_days_per_injury,injury_risk_score,latest_market_val,latest_season,avg_sentiment,sentiment_label,sentiment_count
211107,Frederico Venâncio,27,75,Portugal,Vitória Guimarães,CB,Right,237,75,66,224,308,62,53,81.0,43,78,185.4,81.2,4.0,3,50,9,16.7,16.7,800000.0,2021.0,0.0,neutral,0.0
211101,Rubén Blanco,24,76,Spain,RC Celta,GK,Right,105,15,35,87,281,54,55,62.0,44,35,188.0,69.9,11.0,13,724,96,55.7,55.7,5000000.0,2014.0,0.0,neutral,0.0
203627,Joãozinho,28,78,Brazil,FC Krasnodar,CAM,Left,355,63,77,379,438,89,73,77.0,73,31,165.1,60.8,10.0,4,240,25,60.0,60.0,200000.0,2019.0,0.0,neutral,0.0
203757,Zé Luís,29,77,Cape Verde,FC Porto,ST,Left,345,82,65,318,363,77,80,90.0,75,83,182.9,79.8,4.0,15,599,88,39.9,39.9,4500000.0,2020.0,0.0,neutral,0.0
203888,Eric Botteghin,32,73,Brazil,Feyenoord,CB,Right,213,77,59,215,197,32,59,83.0,65,90,193.0,88.9,6.0,11,345,52,31.4,31.4,500000.0,2021.0,0.0,neutral,0.0
204099,Amido Baldé,26,65,Guinea Bissau,Clube Sport Marítimo,ST,Right,300,72,58,279,228,50,67,42.0,47,92,193.0,93.0,3.0,2,41,5,20.5,20.5,300000.0,2017.0,0.0,neutral,0.0
204277,Roque Mesa,31,77,Spain,Sevilla FC,CDM,Right,286,32,80,333,374,67,66,75.0,78,72,170.2,73.9,3.0,3,237,13,79.0,79.0,2500000.0,2020.0,0.0,neutral,0.0
204341,Luís Neto,32,75,Portugal,Sporting CP,CB,Right,257,78,64,258,322,58,42,83.0,64,73,185.4,73.0,3.0,5,278,45,55.6,55.6,2000000.0,2019.0,0.0,neutral,0.0
204346,Fede Vico,25,74,Spain,Granada CF,CAM,Left,310,43,77,366,373,74,64,66.0,62,44,175.3,69.9,2.0,5,532,77,106.4,106.4,2000000.0,2021.0,0.0,neutral,0.0
204347,Bernardo,26,67,Spain,Granada CF,CB,Right,214,69,65,222,209,30,56,76.0,53,87,190.5,84.8,2.0,15,534,67,35.6,35.6,4000000.0,2021.0,0.0,neutral,0.0
204474,Dani Nieto,28,71,Spain,Independiente del Valle,CAM,Left,271,26,72,347,408,86,56,77.0,71,62,175.3,63.0,1.0,2,21,4,10.5,10.5,400000.0,2015.0,0.0,neutral,0.0
204523,Rubén Pardo,27,72,Spain,CD Leganés,CM,Right,297,48,77,365,324,54,70,65.0,41,56,180.3,68.9,4.0,14,424,64,30.3,30.3,2400000.0,2021.0,0.0,neutral,0.0
204525,Iñigo Martínez,29,80,Spain,Athletic Club de Bilbao,CB,Left,273,71,72,330,349,69,81,91.0,72,80,182.9,77.1,5.0,15,364,61,24.3,24.3,25000000.0,2017.0,0.0,neutral,0.0
204614,Mário Rui,29,79,Portugal,Napoli,LB,Left,293,60,75,358,418,88,69,92.0,91,50,170.2,67.1,7.0,15,181,32,12.1,12.1,8000000.0,2017.0,0.0,neutral,0.0
204737,Salvador Agra,28,66,Portugal,CD Tondela,RM,Right,277,32,61,337,404,85,68,58.0,61,41,165.1,59.9,2.0,2,25,3,12.5,12.5,600000.0,2020.0,0.0,neutral,0.0
204757,Toño García,30,76,Spain,Levante UD,LB,Left,327,52,77,363,395,79,71,62.0,78,66,177.8,68.9,9.0,7,502,57,71.7,71.7,800000.0,2021.0,0.0,neutral,0.0
204863,Iván Sánchez,27,73,Spain,Birmingham City,RM,Left,289,40,68,351,410,92,51,80.0,82,33,170.2,64.0,3.0,3,150,23,50.0,50.0,1200000.0,2020.0,0.0,neutral,0.0
204966,Adrián Ortolá,26,71,Spain,CD Tenerife,GK,Left,104,16,45,142,280,49,56,72.0,43,54,188.0,73.9,2.0,6,313,38,52.2,52.2,300000.0,2019.0,0.0,neutral,0.0
205008,Adryan,24,71,Brazil,Kayserispor,CAM,Right,297,44,69,363,379,78,62,61.0,65,60,175.3,71.2,4.0,10,335,52,33.5,33.5,500000.0,2016.0,0.0,neutral,0.0
205192,Denis Suárez,26,78,Spain,RC Celta,CAM,Right,342,49,79,393,389,75,74,58.0,66,55,175.3,68.9,4.0,15,682,105,45.5,45.5,12000000.0,2019.0,0.0,neutral,0.0
205194,Ewerton,31,71,Brazil,Hamburger SV,CB,Left,265,71,67,252,257,33,53,82.0,52,79,188.0,88.9,2.0,25,376,58,15.0,15.0,1000000.0,2021.0,0.0,neutral,0.0
205212,David Ferreiro,32,72,Spain,SD Huesca,RW,Right,292,32,72,368,420,89,67,74.0,39,41,170.2,63.0,5.0,1,24,3,24.0,24.0,1000000.0,2014.0,0.0,neutral,0.0
205215,Igor Rossi,31,72,Brazil,Al Faisaly,CB,Left,235,76,63,248,230,47,43,78.0,86,84,188.0,78.0,5.0,2,59,6,29.5,29.5,1200000.0,2011.0,0.0,neutral,0.0
205288,Fernando,30,70,Spain,UD Almería,GK,Right,98,12,32,93,266,49,47,71.0,30,60,185.4,84.8,5.0,38,2281,333,60.0,60.0,1000000.0,2020.0,0.0,neutral,0.0
205425,Luís Leal,33,70,São Tomé &amp, Príncipe,70,154lbs,2020 ~ 2020,68,67,69,65,353,364,81.0,62,68,180.3,73.9,4.0,1,6,1,6.0,6.0,200000.0,2013.0,0.0,neutral,0.0
205427,Djaniny,28,77,Cape Verde,Al Ahli,ST,Right,351,73,70,336,383,80,76,71.0,82,81,190.5,78.0,4.0,14,236,34,16.9,16.9,4600000.0,2014.0,0.0,neutral,0.0
203746,Jon Toral,25,67,Spain,Birmingham City,CAM,Left,315,59,72,321,333,74,64,51.0,51,52,182.9,77.1,1.0,13,475,56,36.5,36.5,600000.0,2016.0,0.0,neutral,0.0
203613,Gilberto,28,72,Brazil,Yeni Malatyaspor,ST,Right,333,74,61,322,333,67,79,81.0,68,73,177.8,73.0,0.0,20,408,75,20.4,20.4,3000000.0,2020.0,0.0,neutral,0.0
211022,Rubén García,26,79,Spain,CA Osasuna,LM,Left,351,56,80,390,398,85,76,65.0,69,49,170.2,71.2,5.0,18,810,99,45.0,45.0,8000000.0,2019.0,0.0,neutral,0.0
203239,Caio Secco,29,70,Brazil,Clube Sport Marítimo,GK,Right,97,12,37,97,243,44,47,54.0,30,63,193.0,88.0,4.0,2,59,8,29.5,29.5,200000.0,2021.0,0.0,neutral,0.0
200798,Marafona,33,73,Portugal,Alanyaspor,GK,Right,95,13,32,109,223,36,50,53.0,29,60,190.5,86.2,2.0,7,454,61,64.9,64.9,500000.0,2019.0,0.0,neutral,0.0
200818,Bruno Uvini,29,71,Brazil,Al Ittihad,CB,Left,216,74,61,237,205,32,63,69.0,80,88,188.0,84.8,2.0,4,115,22,28.8,28.8,1400000.0,2016.0,0.0,neutral,0.0
200962,André Martins,30,70,Portugal,Legia Warszawa,CAM,Right,303,51,71,348,409,80,65,67.0,72,52,170.2,60.8,4.0,5,184,33,36.8,36.8,1000000.0,2016.0,0.0,neutral,0.0
200984,Rafael Martins,28,74,Brazil,Vitória Guimarães,ST,Right,343,68,67,310,357,72,87,75.0,70,74,177.8,73.0,3.0,5,87,14,17.4,17.4,400000.0,2020.0,0.0,neutral,0.0
201119,Ismaily,30,81,Brazil,Shakhtar Donetsk,LB,Left,335,59,81,346,399,84,75,59.0,88,75,177.8,86.2,10.0,15,559,79,37.3,37.3,5000000.0,2012.0,0.0,neutral,0.0
201363,Ryder Matos,27,70,Brazil,Udinese,RW,Right,317,62,68,329,361,74,68,84.0,71,64,180.3,69.9,6.0,8,193,32,24.1,24.1,1000000.0,2021.0,0.0,neutral,0.0
201400,Rafinha,27,79,Brazil,FC Barcelona,CAM,Left,361,55,85,381,372,68,80,74.0,58,66,175.3,71.2,8.0,39,1159,202,29.7,29.7,2000000.0,2020.0,0.0,neutral,0.0
201403,Álvaro Vázquez,29,68,Spain,Real Sporting de Gijón,ST,Right,318,63,61,312,350,72,71,72.0,68,74,182.9,78.9,3.0,8,336,38,42.0,42.0,400000.0,2019.0,0.0,neutral,0.0
201505,David López,30,76,Spain,RCD Espanyol,CB,Right,317,75,78,303,279,54,77,73.0,63,80,182.9,81.2,7.0,11,382,56,34.7,34.7,2500000.0,2016.0,0.0,neutral,0.0
201509,Juankar,30,71,Spain,Panathinaikos FC,LB,Left,328,56,70,333,368,73,69,70.0,71,65,177.8,69.9,2.0,15,707,101,47.1,47.1,700000.0,2017.0,0.0,neutral,0.0
201893,Recio,29,74,Spain,SD Eibar,CM,Right,313,59,77,367,276,47,81,41.0,71,67,182.9,73.9,4.0,14,397,54,28.4,28.4,1000000.0,2020.0,0.0,neutral,0.0
201931,Gabriel,27,76,Brazil,Lecce,GK,Right,73,12,32,84,240,38,51,72.0,34,60,193.0,89.8,2.0,16,1116,175,69.8,69.8,25000000.0,2020.0,0.0,neutral,0.0
202054,Naldo,31,74,Brazil,Antalyaspor,CB,Right,222,76,63,252,219,31,60,76.0,61,80,188.0,79.8,2.0,27,981,157,36.3,36.3,1500000.0,2020.0,0.0,neutral,0.0
202476,Javier Espinosa,26,70,Spain,FC Twente,CAM,Right,297,44,73,353,355,70,58,45.0,66,43,172.7,67.1,2.0,2,26,4,13.0,13.0,500000.0,2020.0,0.0,neutral,0.0
202493,Aleix Vidal,30,77,Spain,Sevilla FC,RM,Right,332,63,79,339,391,82,81,76.0,69,66,177.8,69.9,4.0,9,281,57,31.2,31.2,2000000.0,2021.0,0.0,neutral,0.0
202501,David Juncà,26,72,Spain,RC Celta,LB,Left,292,69,72,300,356,70,61,75.0,85,70,175.3,67.1,5.0,13,833,113,64.1,64.1,500000.0,2021.0,0.0,neutral,0.0
202515,Jesé,27,72,Spain,Paris Saint-Germain,RW,Right,313,49,71,364,356,73,73,71.0,53,68,177.8,78.0,5.0,6,287,66,47.8,47.8,1500000.0,2020.0,0.0,neutral,0.0
202541,Jota,29,72,Spain,Aston Villa,RW,Left,299,43,69,364,352,70,66,48.0,62,61,180.3,69.9,2.0,11,716,95,65.1,65.1,3500000.0,2021.0,0.0,neutral,0.0
202642,Fernando,28,79,Brazil,Beijing Sinobo Guoan FC,CDM,Right,314,62,81,394,377,73,79,80.0,80,71,172.7,66.2,2.0,38,2281,333,60.0,60.0,1500000.0,2020.0,0.0,neutral,0.0
202646,Álex Martínez,29,74,Spain,Granada CF,LB,Left,300,59,72,344,341,73,77,70.0,89,55,175.3,67.1,4.0,5,515,64,103.0,103.0,200000.0,2020.0,0.0,neutral,0.0
202648,Sergi Darder,26,77,Spain,RCD Espanyol,CM,Right,329,52,80,378,310,52,81,52.0,68,67,180.3,71.2,5.0,2,13,2,6.5,6.5,7000000.0,2018.0,0.0,neutral,0.0
202672,Danilo Avelar,28,73,Brazil,Amiens SC,LB,Left,310,68,70,370,342,67,76,66.0,56,73,185.4,78.9,4.0,7,988,163,141.1,141.1,1200000.0,2019.0,0.0,neutral,0.0
202801,Elton Monteiro,26,63,Portugal,FC Lausanne-Sport,CB,Right,199,58,55,210,320,77,54,67.0,65,77,193.0,82.1,6.0,3,181,24,60.3,60.3,600000.0,2015.0,0.0,neutral,0.0
205498,Jorginho,28,83,Italy,Chelsea,CM,Right,351,56,89,403,341,61,71,58.0,85,66,180.3,68.0,5.0,8,604,86,75.5,75.5,600000.0,2019.0,0.0,neutral,0.0
205512,André Micael,30,65,Portugal,FC Paços de Ferreira,CB,Right,203,63,52,183,223,34,42,70.0,49,78,188.0,79.8,1.0,1,59,6,59.0,59.0,125000.0,2020.0,0.0,neutral,0.0
205551,Álvaro Lemos,27,71,Spain,UD Las Palmas,RB,Right,307,61,65,317,382,83,59,78.0,84,68,175.3,78.0,3.0,3,371,45,123.7,123.7,800000.0,2018.0,0.0,neutral,0.0
205594,Dener,28,69,Brazil,Portimonense SC,CM,Right,315,68,72,330,329,67,76,59.0,79,74,188.0,77.1,7.0,5,562,76,112.4,112.4,1000000.0,2021.0,0.0,neutral,0.0
209236,Guilherme,29,77,Brazil,Olympiacos CFP,CDM,Right,325,68,78,349,358,71,82,74.0,79,76,177.8,76.2,3.0,31,1874,265,60.5,60.5,1500000.0,2020.0,0.0,neutral,0.0
209289,Kévin Rodrigues,26,74,Portugal,SD Eibar,LM,Left,339,73,80,338,355,70,58,60.0,64,60,170.2,69.9,4.0,14,312,52,22.3,22.3,2500000.0,2021.0,0.0,neutral,0.0
209695,Eugeni,25,71,Spain,SD Huesca,CAM,Right,336,56,75,371,329,64,65,53.0,71,72,182.9,74.8,3.0,2,75,9,37.5,37.5,800000.0,2021.0,0.0,neutral,0.0
209749,Lucas Silva,26,74,Brazil,Real Madrid,CDM,Right,301,64,74,325,316,56,76,71.0,75,74,182.9,79.8,5.0,3,301,38,100.3,100.3,300000.0,2021.0,0.0,neutral,0.0
209828,Carlinhos,25,71,Brazil,Vitória de Setúbal,CAM,Right,316,60,72,352,354,71,75,73.0,76,74,177.8,78.0,4.0,6,1726,97,287.7,287.7,800000.0,2021.0,0.0,neutral,0.0
209937,Quini,30,72,Spain,Granada CF,LB,Right,315,62,69,322,358,73,59,54.0,66,63,177.8,73.9,6.0,4,361,49,90.2,90.2,400000.0,2014.0,0.0,neutral,0.0
210007,André Ramalho,28,74,Brazil,FC Red Bull Salzburg,CB,Right,292,80,73,331,307,55,76,89.0,74,72,182.9,78.0,4.0,9,388,38,43.1,43.1,3500000.0,2021.0,0.0,neutral,0.0
210016,Diego Lopes,26,73,Brazil,Rio Ave FC,CAM,Right,332,55,76,351,379,69,72,49.0,80,34,170.2,64.0,5.0,10,223,25,22.3,22.3,1600000.0,2020.0,0.0,neutral,0.0
210111,José Rodríguez,25,70,Spain,Málaga CF,CM,Right,314,62,71,332,297,55,67,72.0,68,74,180.3,74.8,3.0,6,104,16,17.3,17.3,800000.0,2019.0,0.0,neutral,0.0
210212,Garry Rodrigues,29,76,Cape Verde,Fenerbahçe SK,LM,Right,343,56,72,353,414,82,76,66.0,90,60,172.7,69.9,4.0,15,241,35,16.1,16.1,4000000.0,2013.0,0.0,neutral,0.0
210258,Renato Santos,28,69,Portugal,Málaga CF,RM,Right,305,51,63,338,375,77,69,35.0,62,64,175.3,69.9,3.0,1,75,9,75.0,75.0,400000.0,2018.0,0.0,neutral,0.0
210282,Bruno Peres,30,77,Brazil,Roma,RB,Right,331,60,73,348,402,84,80,68.0,85,67,177.8,72.1,5.0,15,486,62,32.4,32.4,2500000.0,2021.0,0.0,neutral,0.0
210365,Jonatan Lucca,26,70,Brazil,Farense,CM,Right,312,61,72,347,278,55,69,56.0,81,78,182.9,82.1,2.0,2,28,4,14.0,14.0,700000.0,2019.0,0.0,neutral,0.0
210411,Otávio,25,80,Brazil,FC Porto,CAM,Right,343,56,77,398,398,78,73,45.0,74,58,172.7,71.2,7.0,19,664,129,34.9,34.9,7000000.0,2017.0,0.0,neutral,0.0
210427,Fábio Nunes,27,68,Portugal,Farense,LM,Left,299,43,66,326,365,75,67,58.0,69,70,185.4,78.0,3.0,1,114,9,114.0,114.0,400000.0,2016.0,0.0,neutral,0.0
210533,João Schmidt,27,71,Brazil,Nagoya Grampus,CM,Left,329,70,75,370,275,50,77,74.0,63,87,182.9,83.0,4.0,3,112,19,37.3,37.3,1100000.0,2018.0,0.0,neutral,0.0
210555,Miguel Rodrigues,26,70,Portugal,Rio Ave FC,CB,Right,221,71,61,216,307,59,47,73.0,33,73,188.0,76.2,4.0,15,1278,159,85.2,85.2,150000.0,2019.0,0.0,neutral,0.0
210556,Lucas João,26,71,Portugal,Reading,ST,Right,315,70,62,280,311,64,78,61.0,64,86,193.0,79.8,4.0,4,265,55,66.2,66.2,5500000.0,2015.0,0.0,neutral,0.0
210617,Samu Castillejo,25,79,Spain,Milan,CAM,Left,334,43,79,391,399,84,78,61.0,59,49,182.9,67.1,5.0,15,285,52,19.0,19.0,5500000.0,2018.0,0.0,neutral,0.0
210679,Paulo Oliveira,28,76,Portugal,SD Eibar,CB,Right,241,77,67,253,288,59,61,85.0,69,78,188.0,82.1,4.0,6,158,33,26.3,26.3,4000000.0,2021.0,0.0,neutral,0.0
210736,Emerson,25,79,Italy,Chelsea,LWB,Left,317,60,77,349,390,83,80,67.0,74,57,175.3,78.9,4.0,12,778,156,64.8,64.8,14000000.0,2021.0,0.0,neutral,0.0
210743,Leandrinho,25,67,Brazil,Vitória de Setúbal,CAM,Right,294,49,71,345,351,68,67,55.0,51,63,177.8,69.9,3.0,11,396,59,36.0,36.0,2000000.0,2020.0,0.0,neutral,0.0
210930,Carles Gil,27,76,Spain,New England Revolution,RM,Left,332,34,79,373,351,64,63,60.0,83,57,170.2,66.2,5.0,14,725,69,51.8,51.8,7000000.0,2016.0,0.0,neutral,0.0
208911,Gabriel,22,76,Brazil,Palmeiras,CDM,Right,310,61,77,307,381,74,67,81.0,90,56,170.2,68.0,3.0,16,1116,175,69.8,69.8,1500000.0,2020.0,0.0,neutral,0.0
208866,Cicinho,31,71,Bulgaria,Bulgaria,RB,Right,287,52,71,315,397,81,55,76.0,70,47,167.6,64.9,4.0,11,930,107,84.5,84.5,400000.0,2015.0,0.0,neutral,0.0
208777,Óliver Torres,25,77,Spain,Sevilla FC,CAM,Right,335,52,81,388,364,68,69,52.0,75,43,175.3,69.9,5.0,8,254,42,31.8,31.8,9000000.0,2019.0,0.0,neutral,0.0
207734,Paulinho,25,69,Brazil,Hebei China Fortune FC,CAM,Left,347,62,73,359,382,71,73,73.0,65,65,167.6,58.1,2.0,68,4445,598,65.4,65.4,2000000.0,2020.0,0.0,neutral,0.0
205598,André Sousa,29,68,Portugal,Gazişehir Gaziantep F.K.,CM,Left,321,55,70,360,325,67,80,67.0,72,74,180.3,78.0,1.0,6,201,27,33.5,33.5,300000.0,2019.0,0.0,neutral,0.0
205669,Luís Martins,28,69,Portugal,Sporting Kansas City,LB,Left,301,49,70,349,351,72,80,59.0,68,54,175.3,68.0,2.0,7,292,46,41.7,41.7,1000000.0,2018.0,0.0,neutral,0.0
206219,Juan Cruz,27,71,Spain,CA Osasuna,LB,Left,261,63,65,272,345,76,57,69.0,76,71,180.3,78.9,3.0,5,256,28,51.2,51.2,2200000.0,2020.0,0.0,neutral,0.0
206238,Iván López,25,71,Spain,Levante UD,RB,Right,309,64,72,319,355,72,67,66.0,53,67,175.3,68.9,8.0,11,840,112,76.4,76.4,200000.0,2020.0,0.0,neutral,0.0
206407,João Pereira,36,74,Portugal,Trabzonspor,RB,Right,315,57,73,349,364,68,68,75.0,75,56,172.7,66.2,4.0,13,371,39,28.5,28.5,800000.0,2020.0,0.0,neutral,0.0
206590,Moi Gómez,26,77,Spain,Villarreal CF,LM,Right,348,54,80,373,361,69,74,64.0,76,54,175.3,71.2,6.0,8,141,22,17.6,17.6,8000000.0,2019.0,0.0,neutral,0.0
207465,Felipe,29,70,Brazil,DC United,CDM,Right,305,38,74,349,328,60,73,47.0,81,66,175.3,69.9,1.0,14,280,34,20.0,20.0,1500000.0,2020.0,0.0,neutral,0.0
207651,Dolly Menga,26,64,Angola,Livingston FC,ST,Left,293,59,58,258,373,83,66,78.0,55,72,180.3,73.0,2.0,1,7,2,7.0,7.0,250000.0,2017.0,0.0,neutral,0.0
207707,Marçal,31,76,Brazil,Wolverhampton Wanderers,LB,Left,304,62,75,337,364,75,73,74.0,71,71,177.8,72.1,2.0,15,501,80,33.4,33.4,1800000.0,2020.0,0.0,neutral,0.0
207733,Filipe Augusto,26,75,Brazil,Rio Ave FC,CM,Left,308,55,78,364,345,66,77,68.0,86,70,182.9,77.1,2.0,11,443,65,40.3,40.3,1500000.0,2018.0,0.0,neutral,0.0
207762,Jota,27,66,Portugal,CD Nacional,CAM,Right,280,53,67,336,363,72,65,61.0,68,53,170.2,69.9,12.0,11,716,95,65.1,65.1,2000000.0,2020.0,0.0,neutral,0.0
208638,Rober Correa,27,70,Spain,SD Eibar,RB,Right,277,63,65,262,340,68,64,69.0,67,70,180.3,71.2,3.0,5,188,27,37.6,37.6,900000.0,2019.0,0.0,neutral,0.0
207924,Lucas Lima,28,75,Brazil,Al Ahli,LB,Left,293,41,71,361,359,69,73,76.0,86,69,177.8,72.1,3.0,4,42,9,10.5,10.5,3200000.0,2019.0,0.0,neutral,0.0
207929,Pedro Henrique,30,72,Brazil,Kayserispor,LM,Left,335,60,69,350,385,81,70,33.0,65,58,180.3,76.2,4.0,30,1267,160,42.2,42.2,1700000.0,2021.0,0.0,neutral,0.0
208001,Paulo Otávio,25,73,Brazil,VfL Wolfsburg,LWB,Left,288,39,70,314,409,86,66,60.0,69,45,175.3,68.0,4.0,14,694,68,49.6,49.6,8000000.0,2019.0,0.0,neutral,0.0
208088,Sergi Samper,25,69,Spain,Vissel Kobe,CDM,Right,259,48,73,298,273,53,51,49.0,70,72,182.9,73.0,2.0,8,837,110,104.6,104.6,900000.0,2018.0,0.0,neutral,0.0
208114,Patrick,28,72,Brazil,Santa Clara,RB,Right,278,56,68,343,366,76,81,75.0,84,59,177.8,73.0,2.0,11,929,100,84.5,84.5,250000.0,2020.0,0.0,neutral,0.0
208137,Lucas Torró,25,73,Spain,CA Osasuna,CDM,Right,304,75,75,314,264,54,73,43.0,78,76,190.5,77.1,4.0,13,380,53,29.2,29.2,2200000.0,2020.0,0.0,neutral,0.0
208141,Gabriel,26,79,Brazil,SL Benfica,CM,Left,356,74,80,390,335,66,86,81.0,81,82,188.0,82.1,6.0,16,1116,175,69.8,69.8,2450000.0,2020.0,0.0,neutral,0.0
208618,Lucas Vázquez,29,80,Spain,Real Madrid,RW,Right,344,56,78,389,405,83,80,68.0,91,57,172.7,69.9,6.0,15,348,57,23.2,23.2,15000000.0,2015.0,0.0,neutral,0.0
208620,Omar Mascarell,27,79,Spain,FC Schalke 04,CDM,Right,295,56,82,365,349,63,72,74.0,77,72,180.3,76.2,4.0,12,716,77,59.7,59.7,3500000.0,2021.0,0.0,neutral,0.0
208622,Rubén Sobrino,28,75,Spain,Valencia CF,ST,Right,347,71,70,330,366,78,79,64.0,64,69,185.4,73.0,3.0,5,139,27,27.8,27.8,1500000.0,2021.0,0.0,neutral,0.0
216283,Danilo,28,75,Brazil,VfL Bochum 1848,LB,Left,307,60,70,327,389,77,68,80.0,79,65,170.2,72.1,7.0,48,1512,244,31.5,31.5,1200000.0,2020.0,0.0,neutral,0.0
